,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars
819,Data Scientist (Ph.D),100000-119999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'R', 'C/C++', 'SQL', 'Natural Language Processing', 'MATLAB', 'Hadoop', 'Scala', 'HBase', 'Teradata', 'Tableau', 'Java', 'Predictive Analytics', 'Alteryx', 'Git', 'NoSQL', 'Shell Scripting', 'Python']",20,Nabler Web Solutions,0
820,Senior Data Scientist-3,100000-119999,data_scientist,,0,Humana,4
821,Lead Data Scientist,100000-119999,data_scientist,"['Linux', 'Hive', 'Hadoop', 'Azure', 'Scala', 'Oracle', 'SAS', 'SQL', 'Spark', 'Python', 'AWS']",11,Nielsen,4
822,Sr. Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'Scala', 'Java', 'Big Data', 'Spark', 'Python', 'AWS']",7,RELX Group,4
823,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'AI', 'Microsoft Word', 'Machine Learning', 'Microsoft Powerpoint']",5,Varian Medical Systems,4
824,Sr. Pr. Data Scientist - Remote Working Available,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Scripting', 'R', 'SQL', 'Spark', 'Python', 'AWS']",8,Medtronic,4
825,Principal Data Scientist,100000-119999,data_scientist,['Salesforce Marketing Cloud'],1,Aetna,4
826,Health Services Researcher (Data Scientist),100000-119999,data_scientist,"['Survey Design', 'R', 'SAS', 'SQL', 'SPSS', 'Python']",6,Blue Cross Blue Shield of Michigan,4
827,"Senior Associate, Ignition - Data Scientist",100000-119999,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Apache', 'Natural Language Processing', 'Spark', 'AWS']",7,KPMG LLP,4
828,"Data Scientist, Mid",100000-119999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Splunk', 'Big Data', 'MySQL', 'Design Experience', 'OOP', 'Hadoop', 'Tableau', 'Java', 'Maven', 'Git', 'Docker', 'Python']",15,Booz Allen Hamilton,4
829,Financial Wellness Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Hive', 'Data Mining', 'Machine Learning', 'Experimental Design', 'Hadoop', 'R', 'SAS', 'SQL', 'Microsoft Office', 'HTML5', 'Tableau', 'Big Data', 'Spark', 'Data Science', 'Python', 'AWS']",17,KeyBank,4
830,Data Scientist,100000-119999,data_scientist,"['TS/SCI Clearance', 'Data Management', 'R', 'Tableau', 'Java', 'Node.js', 'Spark', 'Data Analysis', 'GraphQL', 'Python']",10,Assured Consulting Solutions,0
831,Principal Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Statisical Analysis']",3,Alion Science and Technology,4
832,"Associate, Data Scientist, Healthcare",100000-119999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15,KPMG LLP,4
833,Data Scientist,100000-119999,data_scientist,"['Statistical Software', 'Data Mining', 'TS/SCI Clearance', 'R', 'GIS', 'Python']",6,H2M Group,3
834,Senior Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'C/C++', 'Java', 'Data Science', 'Python']",7,Kemper Corporation,3
835,Senior Data Scientist - Measurement,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Microsoft Powerpoint', 'Azure', 'R', 'SAS', 'Crystal Reports', 'Minitab', 'SQL', 'Microsoft Office', 'SharePoint', 'Python']",12,Enable Midstream,4
836,Multi-Int Data Scientist,100000-119999,data_scientist,"['Linux', 'Machine Learning', 'Data Management', 'R', 'MATLAB', 'OOP', 'SVN', 'Maven', 'MongoDB', 'Git', 'Unit Testing', 'NoSQL', 'Python', 'Signal Processing']",14,CACI,4
837,Marketing Data Scientist,100000-119999,data_scientist,"['Google Analytics', 'Project Management', 'R', 'SQL', 'Analysis Skills', 'Design Experience', 'Multichannel Marketing', 'Attribution Modeling', 'Statistical Software', 'Data Mining', 'Quantitative Analysis', 'Social Media Management', 'Marketing', 'SAS', 'Tableau']",15,MedStar Health,4
838,D3 - Senior Data Scientist - Experimental Design,100000-119999,data_scientist,,0,Allstate,4
839,Marketing Data Scientist,100000-119999,data_scientist,"['Google Analytics', 'Project Management', 'R', 'SQL', 'Analysis Skills', 'Design Experience', 'Multichannel Marketing', 'Attribution Modeling', 'Statistical Software', 'Data Mining', 'Quantitative Analysis', 'Social Media Management', 'Marketing', 'SAS', 'Tableau']",15,MedStar Health,4
840,Federal - Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning']",2,Accenture,4
841,Senior Data Scientist,100000-119999,data_scientist,"['R', 'SAS', 'Microsoft Office', 'SQL']",4,Experian,4
842,Senior Data Scientist- Modeling & Simulation,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Management Experience', 'SAS', 'SQL', 'Tableau', 'Alteryx', 'MATLAB', 'Python']",10,Ingersoll Rand,4
843,FinTech Senior Associate - Data Scientist,100000-119999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'R', 'Azure', 'SQL', 'Python']",7,Grant Thornton,4
844,Data Scientist,100000-119999,data_scientist,"['R', 'Python', 'SQL', 'Tableau', 'AWS']",5,Jobspring Partners,4
845,Data Scientist,100000-119999,data_scientist,"['.Net', 'Microsoft SQL Server', 'C#', 'Machine Learning', 'R', 'Azure', 'Python', 'SQL']",8,Experis,4
846,"Data Scientist, Mid",100000-119999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'C/C++', 'Ubuntu', 'Apache', 'Big Data', 'Splunk', 'CentOS', 'Design Experience', 'TS/SCI Clearance', 'Hadoop', 'Kafka', 'HBase', 'Tableau', 'Java', 'Cassandra', 'Spark', 'Git', 'Docker', 'NoSQL']",20,Booz Allen Hamilton,4
847,Data Scientist,100000-119999,data_scientist,"['AI', 'Spark', 'Machine Learning', 'NoSQL', 'Hadoop', 'R', 'Python', 'SQL']",8,Diverse Lynx,5
848,Senior Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Perl', 'Tableau', 'Natural Language Processing', 'Data Warehouse', 'Python']",8,Arrayo,0
849,Data Scientist,100000-119999,data_scientist,"['Confluence', 'TS/SCI Clearance', 'Jira', 'AWS']",4,Axiologic Solutions,4
850,Senior Data Scientist,100000-119999,data_scientist,"['Quantitative Analysis', 'Hadoop', 'R', 'Leadership Experience', 'Python']",5,Brighthouse Financial,4
851,Bioinformatics Data Scientist Manager,100000-119999,data_scientist,"['Laboratory Experience', 'R', 'C/C++', 'SQL', 'Bioinformatics', 'Git', 'Leadership Experience', 'Python']",8,AncestryDNA,0
852,Senior Data Scientist,100000-119999,data_scientist,"['Statistical Software', 'Experimental Design', 'R', 'Tableau', 'ArcGIS', 'SharePoint', 'Python']",7,National Fish Wildlife Foundation,0
853,Senior Marketing Data Scientist,100000-119999,data_scientist,"['JavaScript', 'Customer Segmentation', 'XML', 'R', 'Marketing', 'SAS', 'Marketing Mix Modeling', 'SQL', 'Tableau', 'SPSS', 'Python', 'Attribution Modeling']",12,Molekule,0
854,Senior Data Scientist,100000-119999,data_scientist,"['Spring', 'Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Data Management', 'Scripting', 'Hadoop', 'Azure', 'R', 'SQL', 'Tableau', 'Angular', 'Data Science', 'Python', 'Signal Processing']",16,Cubic Corporation,4
855,Statistician/Data Scientist,100000-119999,data_scientist,"['IIS', 'Statistical Software', 'Data Mining', 'TS/SCI Clearance', 'SPSS', 'MATLAB', 'SAS', 'Microsoft Office']",8,Raytheon,4
856,Statistician/Data Scientist,100000-119999,data_scientist,"['IIS', 'Statistical Software', 'Data Mining', 'TS/SCI Clearance', 'SPSS', 'MATLAB', 'SAS', 'Microsoft Office']",8,Raytheon,4
857,Senior Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'R', 'SAS', 'CDISC Standards', 'SQL', 'Natural Language Processing', 'Python', 'AWS']",9,Pfizer Inc.,4
858,Senior Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'R', 'SAS', 'CDISC Standards', 'SQL', 'Natural Language Processing', 'Python', 'AWS']",9,Pfizer,4
859,Data Scientist PhD Internship,100000-119999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Hadoop', 'R', 'Scala', 'C/C++', 'SQL', 'Tableau', 'Java', 'Spark', 'Python']",12,Procter & Gamble,4
860,Marketing Data Scientist,100000-119999,data_scientist,"['Google Analytics', 'Project Management', 'R', 'SQL', 'Analysis Skills', 'Design Experience', 'Multichannel Marketing', 'Attribution Modeling', 'Statistical Software', 'Data Mining', 'Quantitative Analysis', 'Social Media Management', 'Marketing', 'SAS', 'Tableau']",15,MedStar National Rehabilitation Network,4
861,Senior Data Scientist,100000-119999,data_scientist,"['JavaScript', 'Machine Learning', 'Power BI', 'Project Management', 'R', 'Marketing', 'SQL', 'Excel', 'Tableau', '.Net', 'C#', 'Python']",12,Tranzact,3
862,Algorithm/Data Scientist,100000-119999,data_scientist,"['FPGA', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'MATLAB', 'Signal Processing', 'Python']",8,Areté Associates,4
863,"Sr. Data Scientist, Analytics and Metrics",100000-119999,data_scientist,"['Predictive Analytics', 'Alteryx', 'Data Mining', 'Machine Learning', 'R', 'Python', 'SQL', 'Tableau']",8,MasterCard,4
864,Sr. Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Microsoft Powerpoint', 'Machine Learning', 'Visual Basic', 'R', 'Oracle', 'SAS', 'SQL', 'Microsoft Office', 'Tableau', 'Confluence', 'Spark', 'Python', 'Data Science', 'Jira', 'AWS']",16,Nielsen,4
865,Data Scientist Lead - Remote Opportunity,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Data Analysis']",3,Harnham,5
866,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'Python']",2,Harnham,5
867,Federal - Data Scientist,100000-119999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'R', 'Python']",5,Accenture,4
868,Computational Biologist / Bioinformatics Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'JavaScript', 'Linux', 'Laboratory Experience', 'Machine Learning', 'Scripting', 'R', 'SQL', 'Spark', 'Python', 'AWS']",11,Novartis,4
869,Data Scientist,100000-119999,data_scientist,"['TS/SCI Clearance', 'Confluence', 'Jira', 'AWS']",4,ASET Partners,0
870,"Associate, Data Scientist, Financial Services",100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Azure', 'Natural Language Processing', 'Spark', 'OOP', 'Python', 'AWS']",13,KPMG LLP,4
871,Senior Data Scientist - Data Cloud,100000-119999,data_scientist,"['Statistical Software', 'Hive', 'Hadoop', 'R', 'SQL', 'Big Data', 'Spark', 'Software Development', 'Python', 'OOP']",10,Oracle,4
872,Lead Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Statisical Analysis']",3,Alion Science and Technology,4
873,"Associate, Data Scientist, Financial Services",100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Azure', 'Natural Language Processing', 'Spark', 'OOP', 'Python', 'AWS']",13,KPMG LLP,4
874,"Data Scientist, Computational Biology",100000-119999,data_scientist,"['Linux', 'Next Generation Sequencing', 'Machine Learning', 'R', 'Python']",5,Camp4 Therapeutics Corporation,0
875,Senior Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'C/C++', 'Customer Service', 'Java', 'Big Data', 'Natural Language Processing', 'OOP']",12,Lenovo,4
876,"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7,Google,4
877,Data Scientist - IRES - SAFB,100000-119999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,Jacobs,4
878,Senior Data Scientist - Marketing,100000-119999,data_scientist,"['R', 'Python', 'SQL', 'Tableau']",4,Redfin,3
879,Senior Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'C/C++', 'Customer Service', 'Java', 'Big Data', 'Natural Language Processing', 'OOP']",12,Lenovo,4
880,Data Scientist,100000-119999,data_scientist,"['Linux', 'Data Mining', 'Machine Learning', 'TS/SCI Clearance', 'R', 'IT Experience', 'SQL', 'MATLAB', 'Python']",9,Novetta,3
881,"Applied Researcher, Machine Learning and Data Mining",100000-119999,data_scientist,"['Java', 'Machine Learning', 'SDLC', 'Image Processing', 'C/C++', 'Python']",6,Bosch Group,4
882,Sr. Data Scientist - REMOTE,100000-119999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Tableau']",4,Harnham,5
883,Senior Data Scientist,100000-119999,data_scientist,"['Quantitative Analysis', 'Machine Learning', 'R', 'Marketing', 'SAS', 'SQL', 'Big Data', 'Alteryx', 'Design Experience', 'Python']",10,Claritas,4
884,Data Scientist,100000-119999,data_scientist,"['TS/SCI Clearance', 'SPSS', 'R', 'SAS']",4,KEYW Corporation,4
885,Sr. Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Microsoft Powerpoint', 'Machine Learning', 'Visual Basic', 'R', 'Oracle', 'SAS', 'SQL', 'Microsoft Office', 'Tableau', 'Confluence', 'Spark', 'Python', 'Data Science', 'Jira', 'AWS']",16,Nielsen,4
886,Program Manager/Data Scientist,100000-119999,data_scientist,"['JavaScript', 'Natural Language Processing', 'AI', 'Machine Learning', 'Design Experience', 'Project Management', 'Power BI', 'CSS', 'Python', 'HTML5']",10,Inabia Solutions and Consulting,0
887,Analytic Consultant 5 (Data Scientist) - Customer Analytics...,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Data Science', 'Python', 'Military Experience']",7,Wells Fargo,4
888,Data Scientist,100000-119999,data_scientist,"['Git', 'Python']",2,Lorven Technologies,0
889,"Statistician/Data Scientist - Junior, Mid & Senior",100000-119999,data_scientist,"['R', 'SPSS', 'MATLAB', 'Statistical Software', 'Data Mining', 'SAS', 'Microsoft Office', 'Spark', 'Python', 'Elasticsearch']",10,OGSystems,4
890,Principal Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Hadoop', 'Azure', 'R', 'HDI Certification', '.Net', 'Big Data', 'Spark', 'C#', 'Python']",12,Microsoft,4
891,Data Scientist/ Contract,100000-119999,data_scientist,"['Spark', 'R', 'Python']",3,Workbridge Associates,3
892,Data Scientist,100000-119999,data_scientist,"['Java', 'TS/SCI Clearance', 'C/C++', 'Python']",4,Altamira Technologies Corporation,4
893,Analytic Consultant 5 (Data Scientist) - Customer Analytics...,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Data Science', 'Python', 'Military Experience']",7,Wells Fargo,4
894,Analytic Consultant 5 (Data Scientist) - Customer Analytics...,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Data Science', 'Python', 'Military Experience']",7,Wells Fargo,4
895,Data Scientist/Data Analytics Developer (AMTS),100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'C/C++', 'Java', 'Natural Language Processing', 'Software Development', 'Visio', 'MATLAB', 'Python']",10,The Aerospace Corporation,4
896,"Data Scientist, Lead",100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'Splunk', 'Docker', 'NoSQL', 'Python']",9,Booz Allen Hamilton,4
897,Quantitative Researcher/ Data Scientist,100000-119999,data_scientist,"['System Design', 'Machine Learning', 'R', 'Teaching Experience', 'Tableau']",5,Digital Promise,0
898,Sr Data Scientist,100000-119999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Data Management', 'Hadoop', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Tableau', 'Python']",11,Aetna,4
899,Data Warehouse Specialist / Data Scientist,100000-119999,data_scientist,"['Ruby', 'DynamoDB', 'R', 'SQL', 'Tableau', 'S3', 'MATLAB', 'AWS']",8,Bixal,0
900,Data Scientist,100000-119999,data_scientist,"['R', 'Python']",2,Lorven Technologies,0
901,"Associate, Data Scientist, Financial Services",100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Azure', 'Natural Language Processing', 'Spark', 'OOP', 'Python', 'AWS']",13,KPMG LLP,4
902,Senior Data Scientist,100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Data Management', 'Hadoop', 'SQL', 'Big Data', 'Natural Language Processing', 'MongoDB', 'NoSQL', 'Data Science', 'Python', 'AWS']",14,Deloitte,4
903,Data Scientist - Healthcare Analytics,100000-119999,data_scientist,"['Hive', 'Data Mining', 'Hadoop', 'SQL', 'Excel', 'Tableau', 'Big Data', 'Python']",8,EXL,4
904,Senior Data Scientist | DataRaker R&D Team,100000-119999,data_scientist,"['Java', 'Spark', 'Scala', 'Oracle', 'Python']",5,Oracle,4
905,"Scientist, Machine Learning",100000-119999,data_scientist,"['Java', 'Molecular Biology', 'Ruby', 'Machine Learning', 'R', 'Python', 'C/C++']",7,Flagship Pioneering,0
906,Senior Data Scientist (Marketing Analytics),100000-119999,data_scientist,"['Statistical Software', 'Spark', 'Hadoop', 'Marketing', 'R', 'Python', 'SQL']",7,Zillow Group,4
907,Senior Dashboard Data Scientist (1013609),100000-119999,data_scientist,"['JavaScript', 'R', 'SAS', 'SQL', 'JSON', 'STATA', 'SPSS', 'Python', 'PHP']",9,California State University,4
908,"Associate, Data Scientist, Financial Services",100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Azure', 'Natural Language Processing', 'Spark', 'OOP', 'Python', 'AWS']",13,KPMG LLP,4
909,Machine Learning & Big Data Researcher,100000-119999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Solr', 'C/C++', 'LDAP', 'HTML5', 'SQL', 'iOS', 'MySQL', 'MATLAB', 'Jenkins', 'Spring', 'JavaScript', 'Hadoop', 'Kafka', 'Java', 'Maven', 'MongoDB', 'Spark']",20,Intelligent Automation,4
910,Principal Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Marketing', 'Azure', 'C/C++', 'Java', 'Python']",7,Microsoft,4
911,Data Scientist (PhD-Level),100000-119999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Python']",4,Lubrizol,4
912,Data Scientist (PhD-Level),100000-119999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Python']",4,Lubrizol,4
913,Principal Data Scientist - Data Hub (Utilzation Mgt),100000-119999,data_scientist,"['Machine Learning', 'Statisical Analysis']",2,Aetna,4
914,Senior Data Scientist - REMOTE,100000-119999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Tableau']",4,Harnham,5
915,Data Science Cognitive/Machine Learning Professional 2,100000-119999,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Data Management', 'SPSS', 'SAS', 'Python', 'SQL']",7,Humana,4
916,Data Scientist,100000-119999,data_scientist,"['Information Security', 'Data Mining', 'Machine Learning', 'Network', 'Scala', 'Kafka', 'C/C++', 'Java', 'Big Data', 'Natural Language Processing', 'Spark', 'Data Analysis', 'Python']",13,Solidus Technical Solutions,0
917,Analytic Consultant 5 (Data Scientist) - Customer Analytics...,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Data Science', 'Python', 'Military Experience']",7,Wells Fargo,4
918,Machine Learning/Deep Learning Scientist,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Git', 'Python', 'C/C++', 'Bioinformatics']",6,DNAnexus,0
919,General - NLP Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'Scala', 'C/C++', 'Java', 'Natural Language Processing', 'Spark', 'Data Analysis', 'OOP', 'Python']",11,JD.com,4
920,"Associate, Data Scientist, Financial Services",100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Azure', 'Natural Language Processing', 'Spark', 'OOP', 'Python', 'AWS']",13,KPMG LLP,4
921,Data Scientist (Journeyman),100000-119999,data_scientist,"['JavaScript', 'Pig', 'Data Mining', 'Machine Learning', 'R', 'SQL', 'Java', 'S3', 'Python', 'GIS']",10,Obsidian Solutions Group,3
922,Data Scientist,100000-119999,data_scientist,"['Big Data', 'Natural Language Processing', 'AI', 'Machine Learning', 'R', 'SAS', 'Python', 'SQL']",8,Diverse Lynx,5
923,"Data Scientist, Marketing - Ecommerce",100000-119999,data_scientist,"['Machine Learning', 'Python', 'SQL']",3,Harnham,5
924,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'Microsoft Office']",3,Engility,4
925,Data Scientist - Digital Attribution Developer,100000-119999,data_scientist,"['Machine Learning', 'R', 'Marketing', 'Scala', 'SQL', 'Big Data', 'Spark', 'Python']",8,Nielsen,4
926,Senior Healthcare Data Scientist -Predictive Analytics,100000-119999,data_scientist,"['Statistical Software', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'Python']",7,Cigna,4
927,Data Scientist - Modern Lifestyle Brand,100000-119999,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL', 'Tableau']",5,Harnham,5
928,Machine Learning Research Scientist,100000-119999,data_scientist,"['TensorFlow', 'Laboratory Experience', 'Data Mining', 'Machine Learning', 'Image Processing']",5,Butterfly Network,0
929,Computer Science Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'Hadoop', 'R', 'Scala', 'Kafka', 'Tableau', 'Splunk', 'Java', 'Big Data', 'Spark', 'Data Warehouse', 'Design Experience', 'Docker', 'Python']",15,Booz Allen Hamilton,4
930,Data Scientist - Risk Manager - BFS,100000-119999,data_scientist,"['Cash Flow Analysis', 'Swift']",2,Paypal,4
931,Senior Data Scientist,100000-119999,data_scientist,"['Spring', 'Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Data Management', 'Scripting', 'Hadoop', 'Azure', 'R', 'SQL', 'Tableau', 'Angular', 'Data Science', 'Python', 'Signal Processing']",16,Cubic Corporation,4
932,Senior Data Scientist,100000-119999,data_scientist,"['AI', 'Hive', 'Data Mining', 'Hadoop', 'Power BI', 'Scala', 'R', 'Kafka', 'Azure', 'SAP', 'SAS', 'SQL', 'Tableau', 'Spark', 'Python']",15,Mars,4
933,Data Scientist,100000-119999,data_scientist,"['Hive', 'MySQL', 'Spark', 'Hadoop']",4,Diverse Lynx,5
934,Data Scientist,100000-119999,data_scientist,"['Spark', 'Machine Learning', 'R', 'Azure', 'SAS', 'Python']",6,Mosaic North America,4
935,Senior Data Scientist,100000-119999,data_scientist,"['Pig', 'Hive', 'Ruby', 'Machine Learning', 'Project Management', 'R', 'SAS', 'C/C++', 'SQL', 'Java', 'Spark', 'Python']",12,Northwestern Mutual,4
936,Senior Principal Data Scientist - Machine Learning/AI,100000-119999,data_scientist,"['AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Big Data', 'Java', 'Spark', 'Python']",11,Early Warning Services,3
937,Senior Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R', 'Azure', 'C/C++', 'SQL', 'Apache', 'React', 'C#', 'SPSS', 'JavaScript', 'AI', 'Data Mining', 'SAP', 'Tableau', '.Net', 'Angular', 'NoSQL', 'Python', 'AWS']",19,Raytheon,4
938,Sr. Data Scientist,100000-119999,data_scientist,"['Leadership Experience', 'Continuous Improvement']",2,Universal Consulting Services,4
939,Machine Learning Scientist,100000-119999,data_scientist,"['TensorFlow', 'Big Data', 'Spark', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Python']",8,JD.com,4
940,"Data Scientist, Senior",100000-119999,data_scientist,"['Linux', 'Database Administration', 'IAT', 'DoD 8570', 'R', 'Splunk', 'Confluence', 'IAT Level I', 'Jira', 'TS/SCI Clearance', 'Tableau', 'Data Warehouse', 'Docker', 'AWS']",14,Booz Allen Hamilton,4
941,Analytic Consultant 5 (Data Scientist) - Customer Analytics...,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Data Science', 'Python', 'Military Experience']",7,Wells Fargo,4
942,Sr. Staff Data Scientist,100000-119999,data_scientist,"['Pig', 'Hive', 'R', 'SQL', 'Cloud Computing', 'Big Data', 'MySQL', 'Jenkins', 'Ruby', 'Hadoop', 'Scala', 'Spark', 'Git', 'NoSQL', 'Python', 'Elasticsearch', 'AWS']",17,Panasonic,4
943,Campus Graduate – 2019 Data Scientist / Analytics Manager /...,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Project Management', 'R', 'SAS', 'SQL', 'Python']",7,American Express,4
944,Marketing Data Scientist - Contract to Hire,100000-119999,data_scientist,"['Email Marketing', 'R', 'SQL']",3,Harnham,5
945,Junior Data Scientist (USMC),100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Power BI', 'R', 'SAS', 'Oracle', 'JSON', 'SQL', 'Tableau', 'Java', 'Big Data', 'Natural Language Processing', 'Supervising Experience', 'MATLAB', 'OOP', 'Python']",16,Logistics Management Institute,4
946,Machine Learning and Artificial Intelligence Associate Scien...,100000-119999,data_scientist,"['AI', 'Machine Learning']",2,BASF,4
947,Data Scientist Lead - Remote Opportunity,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Data Analysis', 'Data Science']",4,Harnham,5
948,Data Scientist,100000-119999,data_scientist,"['Big Data', 'Spark', 'Hadoop', 'R', 'Marketing', 'Python', 'Attribution Modeling', 'SQL', 'AWS']",9,Harnham,5
949,Data Scientist (TS/SCI with Polygraph),100000-119999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'Software Development', 'R', 'GIS', 'Python', 'SQL']",7,"Navstar, Inc.",4
950,Data Scientist - Senior,100000-119999,data_scientist,"['JavaScript', 'Machine Learning', 'R', 'SAS', 'Oracle', 'SQL', 'Tableau', '.Net', 'Natural Language Processing', 'C#', 'SPSS', 'Data Analysis', 'CSS', 'Python', 'Intelligence Community Experience']",15,Leidos,4
951,Machine Learning Scientist,100000-119999,data_scientist,"['TensorFlow', 'AI', 'FPGA', 'Machine Learning', 'Python', 'C/C++']",6,Lightmatter,0
952,"Associate, Data Scientist, Financial Services",100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Azure', 'Natural Language Processing', 'Spark', 'OOP', 'Python', 'AWS']",13,KPMG LLP,4
953,Data Scientist - Global Retailer,100000-119999,data_scientist,"['Quantitative Analysis', 'Data Mining', 'Machine Learning', 'R', 'Python', 'SQL', 'Tableau']",7,Harnham,5
954,Data Scientist / Analytic Consultant 4,100000-119999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Sentiment Analytics', 'Natural Language Processing', 'Design Experience', 'Military Experience', 'AI', 'Kafka', 'Spark', 'Python']",11,Wells Fargo,4
955,Data Scientist / Analytic Consultant 4,100000-119999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Sentiment Analytics', 'Natural Language Processing', 'Design Experience', 'Military Experience', 'AI', 'Kafka', 'Spark', 'Python']",11,Wells Fargo,4
956,Sr. Data Scientist,100000-119999,data_scientist,"['Leadership Experience', 'Continuous Improvement']",2,UCS Consulting,0
